state,program,subsidy_type,agency,sub_year,company,city,county,street_address,zip,major_industry,industry,description,naics,jobs_data,wage_data,wage_data_type,investment_data,info_source,notes,subsidy,subsidy_adjusted,megadeal_contrib,subsidy_display,parent_name,unique_id,load_day,subsidy_level,cfda_program_num,face_loan,principal_place_state_code,principal_place_code,principal_place_cc,principal_place_zip,unique_transaction_id,duns,last_mod_date
KY,Grant-in-Aid Program,training reimbursement,Bluegrass State Skills Corporation,2007,Aleris Rolled Products,,Hancock,,,diversified,diversified,,,300,$20.07 ,estimated average hourly wage,,http://www.thinkkentucky.com/fireports/fiintro.aspx,Year is year of BSSC approval. Subsidy value is amount of training funds authorized. Jobs figure is number trainees. ,13600,13600,0,13600,Aditya Birla Group,8748,20131231,state,,0,,,,,,,
KY,Skills Investment Credit,training reimbursement,Bluegrass State Skills Corporation,2006,Aleris Rolled Products,,Hancock,,,diversified,diversified,,,554,$18.12 ,estimated average hourly wage,,http://www.thinkkentucky.com/fireports/fiintro.aspx,Year is year of BSSC approval. Subsidy value is amount of training funds authorized. Jobs figure is number trainees. ,100000,100000,0,100000,Aditya Birla Group,11050,20131231,state,,0,,,,,,,
KY,Skills Investment Credit,training reimbursement,Bluegrass State Skills Corporation,2008,Aleris Rolled Products,,Hancock,,,diversified,diversified,,,541,$19.96 ,estimated average hourly wage,,http://www.thinkkentucky.com/fireports/fiintro.aspx,Year is year of BSSC approval. Subsidy value is amount of training funds authorized. Jobs figure is number trainees. ,68108,68108,0,68108,Aditya Birla Group,11138,20131231,state,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,"Ames Properties, LLC",Atlanta,Fulton,2056 DLH,,,,Medical Office,,,,,"$2,328,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1014030,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Asa Fain,Atlanta,Fulton,302 Auburn Avenue,,,,302 Group Restaurant,,,,,"$810,670 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,200000,200000,0,200000,,1013983,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2016,Atlanta Beltline Inc. (Abi),Atlanta,Fulton,,,,,Atlanta Streetcar Purple Line Env. Assess.,,,,,"$1,015,625 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,650000,650000,0,650000,,1013985,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Atlanta Beltline Inc. (Abi),Atlanta,Fulton,,,,,NEPA Clearance Transit Expansion,,,,,"$28,500,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,376100,376100,0,376100,,1013986,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Atlanta Beltline Inc. (Abi),Atlanta,Fulton,,,,,NEPA Clearance Transit Expansion,,,,,"$28,500,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,543400,543400,0,543400,,1013987,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Atlanta Beltline Inc. (Abi),Atlanta,Fulton,,,,,Streetcar East Extension Engineering Sweet,,,,,"$2,500,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,300000,300000,0,300000,,1013997,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,"Atlanta Beltline, Inc.",Atlanta,Fulton,,,,,Westside Connector Trail Loan,,,,,"$2,300,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2300000,2300000,0,2300000,,1014035,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Atlanta Police Foundation,Atlanta,Fulton,,,,,Operation Shield Security,,,,,"$1,492,600 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,503000,503000,0,503000,,1013988,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Atlanta Police Foundation,Atlanta,Fulton,,,,,Secure Neighborhoods initiative,,,,,"$4,000,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1013995,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Atlanta Police Foundation,Atlanta,Fulton,,,,,Andrew Young At Promise Center,,,,,"$4,025,232 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1000000,1000000,0,1000000,,1014014,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,"Banyon Street Capital, LLC",Atlanta,Fulton,161 Peachtree Center,,,,161 Peachtree Center,,,,,"$115,000,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,9052319,9052319,0,9052319,,1014000,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,"Bldg Place, LLC",Atlanta,Fulton,101 Peachtree,,,,101 Peachtree,,,,,"$891,348 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,297116,297116,0,297116,,1013974,20230209,local,,0,,,,,,,
FL,Tampa: Neighborhood Amenity Incentive Program,cost reimbursement,City of Tampa Economic & Urban Development,2022,Bodybar Pilates,Tampa,,1171 E Kennedy Blvd,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,10000,10000,0,10000,,1014064,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,"Brentwood Commons, Lp",Atlanta,Fulton,2770 Campbellton Road,,,,Brentwood Commons,,,,,"$29,672,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2600000,2600000,0,2600000,,1013982,20230209,local,,0,,,,,,,
MI,Skilled Trades Training Fund,training reimbursement,Michigan Economic Development Corporation,2014,Bridgewater Interiors LLC,Lansing,,2369 South Canal Rd Lansing,48917,automotive parts,automotive seating,"$29,000 to train five current employees and 24 new in welding, cnc, and OJT.",,0,,,,http://www.michiganbusiness.org/projects/#projects-map,Year is fiscal year. Jobs is sum of new and retained positions.,29000,29000,0,29000,Adient,656374,20151210,state,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Cal Properties,Atlanta,Fulton,905 James Jackson Pkwy,,,,905 James Jackson Pkwy. Small Biz,,,,,"$31,270 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,20000,20000,0,20000,,1014037,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Central Atlanta Progress,Atlanta,Fulton,,,,,Sweet Auburn TA/Pre-Dev Initiative,,,,,"$700,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1013971,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Central Atlanta Progress,Atlanta,Fulton,,,,,Sweet Auburn TA/Pre-Dev Phase II,,,,,"$700,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1013990,20230209,local,,0,,,,,,,
CA,Los Angeles Business Tax Exemption (New Business),tax credit/rebate,Los Angeles Office of Finance,2012,CHERYL & CO,Los Angeles,,16543 VENTURA 91436-2001,,retailing,retail-internet flowers,,,,,,,direct from agency; not on web,Company appears on 2012 list of recipients of Business Tax Exemptions. Subsidy value is not available. ,0,0,0,0,1-800-Flowers.com,221684,20131231,local,,0,,,,,,,
OH,Job Creation Tax Credit,tax credit/rebate,Development Services Agency,2013,Cheryl & Co.,,Delaware,,,retailing,retail-internet flowers,,,92,,,"$8,300,000 ",http://development.ohio.gov/hb1/,Year is year of approval. Subsidy value is maximum possible credit.?Jobs figure is number of new jobs.,145283,145283,0,145283,1-800-Flowers.com,633666,20151210,state,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2017,Church & N Decatur Rd Redevelopment,Decatur,,1605 Church St,30033,,,Part A: Baxter Decatur,,6,"$63,280 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,4035117,4035117,0,4035117,,1014045,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2017,Church & N Decatur Rd Redevelopment,Decatur,,1575 Church Street,30033,,,Part B: North Decatur Square Retail,,321,"$32,112 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,2774143,2774143,0,2774143,,1014046,20230209,local,,0,,,,,,,
GA,DeKalb: Tax Allocation Districts,tax increment financing,Decide DeKalb Developmetn Authority,2022,Citadel Square,Stone Mountain,,5060-5068 Memorial Drive,30083,,,FaÃƒÂ§ade & Security Improvements,,10,,,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,161667,161667,0,161667,,1014063,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2017,Cjlm Family Lllp,Tampa,,4409 N. Hesperides,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,38372,38372,0,38372,,1014080,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2018,Cks Holiding LLC,Tampa,,4613 N. Clark,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,19145,19145,0,19145,,1014086,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2018,"Collins Family Holdings, LLC",Tampa,,5005 N. Clark,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,31320,31320,0,31320,,1014083,20230209,local,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$4,987,914 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",740705,740705,0,740705,Aditya Birla Group,12099,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$4,945,154 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",723971,723971,0,723971,Aditya Birla Group,12107,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$4,852,953 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",720664,720664,0,720664,Aditya Birla Group,12110,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$4,817,135 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",715345,715345,0,715345,Aditya Birla Group,12116,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$4,784,128 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",710443,710443,0,710443,Aditya Birla Group,12120,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$4,627,465 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",687179,687179,0,687179,Aditya Birla Group,12129,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$4,381,545 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",650659,650659,0,650659,Aditya Birla Group,12142,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$4,221,439 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",626884,626884,0,626884,Aditya Birla Group,12147,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$4,013,674 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",596031,596031,0,596031,Aditya Birla Group,12165,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$3,896,328 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",578605,578605,0,578605,Aditya Birla Group,12180,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$3,557,648 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",528311,528311,0,528311,Aditya Birla Group,12205,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$3,503,893 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",520328,520328,0,520328,Aditya Birla Group,12212,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2007 MCA,325182,0,,,"$3,264,868 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",484833,484833,0,484833,Aditya Birla Group,12224,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2008,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2006 MCA,325182,0,,,"$2,448,325 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",363576,363576,0,363576,Aditya Birla Group,12284,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2009,Columbian Chemicals Company,Centerville,St. Mary,370 Columbian Chemicals Lane,70522,diversified,diversified,2008 MCA,325182,0,,payroll,"$2,805,396 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",342088,342088,0,342088,Aditya Birla Group,12922,20131231,state,,0,,,,,,,
LA,Industrial Tax Exemption,property tax abatement,Commerce & Industry Board,2010,Columbian Chemicals Company,Centerville,St. Mary,370 Columbiam Chemicals Lane,70522,diversified,diversified,2009 MCA,325182,,,payroll,"$2,343,531 ",http://louisianaeconomicdevelopment.com/page/performance-reporting,"subsidy value is amount awarded; jobs, wages and investment amounts are projected",342390,342390,0,342390,Aditya Birla Group,13590,20131231,state,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,"Community Of Hospitality, Inc.",Atlanta,Fulton,458/460 Edgewood Ave.,,,,Community of Hospitality,,,,,"$797,840 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,320000,320000,0,320000,,1014007,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2020,Dale Mabry Land Holdings LLC,Tampa,,4732 N. Dale Mabry,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,44146,44146,0,44146,,1014089,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Dana Armour/Bohica,Atlanta,Fulton,377 Edgewood,,,,377 Edgewood Resurgens Fund,,,,,"$2,297,083 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,487000,487000,0,487000,,1013973,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Dewberry Systems/Reginia Marble,Atlanta,Fulton,2667 Donald Lee Hollowell,,,,2667 DLH Small Biz Improvement,,,,,"$38,853 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,20000,20000,0,20000,,1014016,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2016,Egl Genetic Diagnostics,Tucker,,2460 Mountain Industrial Blvd,30084,,,Part A (real property),,312,"$65,634 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,853088,853088,0,853088,,1014042,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2016,Egl Genetic Diagnostics,Tucker,,2460 Mountain Industrial Blvd,30084,,,Part B (personal property),,,,,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,695109,695109,0,695109,,1014043,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2021,Electric Owl Studios,Atlanta,,3963 Redan Rd,30083,,,,,1000,"$82,000 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,3031438,3031438,0,3031438,,1014059,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Ethical Property Group,Atlanta,Fulton,340 Auburn,,,,The Hub,,,,,"$1,825,217 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,547565,547565,0,547565,,1013975,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2018,Fairfield Northlake LLC,Tucker,,2200 Northlake Parkway,30084,,,Part A: Commercial Development,,125,$20 ,Average Hourly Wage,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,264204,264204,0,264204,,1014049,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2018,Fairfield Northlake LLC,Tucker,,2200 Northlake Parkway,30084,,,Part B: Old Hickory House,,42,,,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs retained,106940,106940,0,106940,,1014050,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2018,Fairfield Northlake LLC,Tucker,,2190 Northlake Parkway,30084,,,Part C: The Reid,,8,"$60,000 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,2805594,2805594,0,2805594,,1014051,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2016,Fed. Of Comm. Dev. Credit Unions,Atlanta,Fulton,,,,,Financial Capability Center,,,,,"$900,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,100000,100000,0,100000,,1014031,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2016,Fitrev Inc,Tampa,,4424 N. Lois,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,8037,8037,0,8037,,1014078,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Gene Kansas Real Estate,Atlanta,Fulton,135 Auburn Ave.,,,,Constellations,,,,,"$2,000,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,200000,200000,0,200000,,1014006,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Global X Properties,Atlanta,Fulton,384 Peachtree St. NE,,,,Medical Arts Building,,,,,"$39,812,408 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,3000000,3000000,0,3000000,,1014005,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,"Goodwill Of N. Georgia, Inc.",Atlanta,Fulton,2160 Metropolitan Parkway,,,,Goodwill of North Georgia,,,,,"$10,473,900 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,150000,150000,0,150000,,1014034,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,"Gorman & Co, LLC",Atlanta,Fulton,1211 McDonald Dr,,,,Residences at Chosewood Park,,,,,"$37,990,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2000000,2000000,0,2000000,,1014027,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,Gorman & Co/Butler St Cdc,Atlanta,Fulton,229 Auburn Ave,,,,Sweet Auburn Grande,,,,,"$50,254,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,4000000,4000000,0,4000000,,1014024,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Grady Health Foundation,Atlanta,Fulton,92 Jesse Hill Jr. Dr. SE,,,,Jesse Hill Market,,,,,"$3,017,711 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1014033,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Grove Park Foundation,Atlanta,Fulton,,,,,Single-Family Scatter Site,,,,,"$4,233,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1000000,1000000,0,1000000,,1014039,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2022,Gsa Holdings Group LLC,Tampa,,4412 W. Osborne,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,6040,6040,0,6040,,1014090,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2018,Hagar Ctm,Atlanta,Fulton,,,,,Hagar CTM,,,,,"$2,888,184 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,670625,670625,0,670625,,1013996,20230209,local,,0,,,,,,,
